title,label,description,realInstalls,score,ratings,reviews,released,lastUpdatedOn,version,released_ym
Peppermint Services,1,"Revolutionize Your Operations with the Peppermint Services App!



Stay connected to your intelligent service robots like never before. The Peppermint Services app empowers you to monitor and manage your assets in real-time, making it easier than ever to optimize your workflows.



Key Features:



Real-Time Alerts: Receive instant updates from your robots to ensure seamless operations.

Asset Insights: Access detailed usage information to track performance and maximize efficiency.

Customizable Notifications: Enable or disable alerts for specific assets based on your preferences.

Stay In Control: Get push notifications to stay informed about your robots’ status, anytime, anywhere.



At Peppermint Robotics, we’re dedicated to automating mundane, repetitive workflows in commercial and industrial environments. Let the Peppermint Services app take your operations to the next level with smarter robot management.



Download now and transform the way you work!",201.0,,,,"Nov 22, 2024",,Varies with device,2024-11
SENCOR,1,"Life can be easier with Sencor smart home appliances controlled from one app. Conveniently control your devices remotely at home, in the office or at the weekend house. \r\n\r\nGain full control, have perfect overview, enjoy all the features of your home helpers to the full."",",97489.0,0.0,0.0,0.0,2021-11-26 00:00:00,,,2021-11
惠而浦机器人,1,,,,,,,,,
Wimsha Robot,1,,,,,,,,,
BlitzWolf Clean,1,"With the BlitzWolf app, you can easily and securely control your home. With one app, you are one tap away from your phone being able to turn on the lights and home appliances as well as seeing who's at the front door. Plus once you connect the BlitzWolf with Amazon echo or Google home speaker, appliances can understand what you said, home life is full of possibilities!"",",164381.0,2.7368422,1098.0,11.0,2018-07-09 00:00:00,2025-01-09 00:00:00,,2018-07
Longto,1,"Longto APP is an intelligent management platform for Longto robot products. By connecting devices, it can provide users with a better user experience.

Remote control: By connecting devices, you can remotely control the robot and understand the working status of the robot in real time.

Equipment information: Equipment functions, working status, fault abnormalities, work reports and other equipment information are clear at a glance.

Message notifications: You can receive and view work messages sent by the robot. Contact us: Email: support@longto.com Official website: www.longto.com",9.0,,,,"Jan 19, 2025",,Varies with device,2025-01
Silverstar Smart,1,,,,,,,,,
ePro Select,1,"EPro Select App is a mobile application that connects to the intelligent robot products of Yibao, supporting robot products specified in the intelligent category such as Yibao sweeping robots.



You can control the functions of the robot and view more map information that traditional remote controls cannot display through the app.



By connecting to the ePro Select App, you can easily unlock more features:



Always grasp the cleaning process: knowing the cleaning path at a glance · remote appointment for real-time cleaning: can also perform home cleaning in the office



Check the usage status of consumables timing: the usage of edge brushes and rolling brushes is clear at a glance



Real time setting of virtual walls (applicable to some models of Smart NaviTm): The sweeping machine in the restricted area you marked will never go



Easy to achieve zoning cleaning (applicable to some Smart NaviTm models), scan wherever you want



Palm adjustable mopping water volume (applicable to some models with mopping function): increase the volume on rough ground, decrease the volume on smooth ground, and no water stains can escape. Machine firmware upgrade with one click (applicable to models with OTA online upgrade function): Experience cutting-edge functions for the first time



Online consultation to solve usage problems in a timely manner: considerate customer service to accompany the usage process at any time



Discover More: Discover Everything About Home Robots",243.0,0.0,0.0,0.0,"Jan 8, 2024",,Varies with device,2024-01
UDEERAI,1,"UDEER Intelligent Robot - Mobile Remote Control System

Users can use the app to view real-time updates, historical data, and task reports related to robots, and control them via voice or buttons to perform various tasks.

• Home: Precise location and map display

• Notifications: Pending tasks, current status, fault alerts

• Data: Robot operation history and data reports

• Settings: Multi-language support and robot information",1.0,,,,"Oct 29, 2025",,Varies with device,2025-10
SmartBot Solar,1,,,,,,,,,
H-MOTION,1,"H-MOTION floor cleaning robot is designed for floor sweeping, vacuum and mopping.

The H-MOTION APP can help you control your H-MOTION floor cleaning robot anywhere. With the app, you can

1. Start and stop your H-MOTION floor cleaning robot.

2. Set up schedule for your H-MOTION floor cleaning robot.

3. Move your H-MOTION floor cleaning robot manually.

4. Check H-MOTION floor cleaning robot's status.



Regisiter your H-MOTION account, and control your H-MOTION floor cleaning robot anywhere, anytime.



Note: H-MOTION floor cleaning robot needs to access Internet by using 2.4G wifi, to control it, your mobile phone also need to access internet.",223.0,0.0,0.0,0.0,"Sep 27, 2018",,Varies with device,2018-09
FinluxBot,1,"Remote control per need at any time anywhere.

One click for auto cleaning and recharging.

Cleaning per reservation at any time.

Keep cleaning record in detail automatically.",3877.0,,,,"Mar 3, 2018",,Varies with device,2018-03
Conga 5090,1,"You can connect and control the robot with your Smartphone. It allows you to select among its different cleaning modes, the suction power, the water flow level during Scrubbing mode, program it once or several times a day, check its status, battery level and cleaning history. In addition, you can view the map of your home as the robot cleans. You can save more than one map, interact with the robot and the map, restrict areas, send the robot to clean a specific area or create cleaning plans according to your home and your needs.
If you have questions or suggestions during use, you can contact us by e-mail: app@cecotec.es",,0.0,0.0,0.0,2019-11-25T08:00:00Z,2021-03-17T15:07:53Z,1.8.0,2019-11
AIRROBO,1,"Airrobo app is the mobile application to connect AIRROBO robot vacuums. You can use the app to control your robot vacuum and view its current status and related information through the app.
1. Fast connection with no more waiting on and on
2. Multiple cleaning modes for you to switch flexibly in between
3. Remote control makes life easier",,3.12,25.0,25.0,2022-05-18T07:00:00Z,2025-09-23T03:01:16Z,1.2.2,2022-05
DoniRobot,1,,,,,,,,,
睿联小匠,1,,,,,,,,,
bibrobotics,1,"The Belrobotics app gives you control to your robot, wherever you are. Check live status, battery level and performance of the last five days. Get easy overview of activities, parameters and schedule. Send any commands and get instant confirmation. Check robot GPS Location with associated alarms position. Search, sort, filter and group to compare robots."",",,,,,2018-06-29 00:00:00,,,2018-06
HOBOT LEGEE,1,"LEGEE App not only supports dynamic control, scheduler and real time map, it also brings floor cleaning robot to a new era by introducing “Talent Clean”.
Talent Clean
There are 7 Talent Clean modes and 1 customized mode to adjust the spray level, vacuum level, brushroll speed, cleaning speed and switch on/off the front suction to serve any special needs. To Achieve the best cleaning result, you can assign different Talent modes and plan the cleaning orders in accordance to the room condition.
Real Time Map and Data
Real Time Map shows the cleaned area simultaneously as LEGEE cleans for you to monitor the coverage and the progress.
Map Settings
Besides managing and editing the memorized maps, you can also set the cleaning area and cleaning mode to start a new task. During a task, you can use Virtual Barrier /Box, Curtain Zone and Climbing Control to simultaneously customize your map.
My Maps
LEGEE can store up to 5 maps, after a complete cleaning cycle (start from the charging station, clean thoroughly and return to the charging station), LEGEE will automatically define the different areas in the map and ask to save the Map.
Select the Cleaning Area
You can set or schedule the cleaning tasks by assigning different cleaning modes and orders to different areas based on the default map. You can also use the climbing control switch to change LEGEE's obstacle crossing ability.
Virtual Barrier and Area Editor
You can use Virtual Barrier /Box, Curtain Zone and Climbing Control to further customize your map. You can also rename, merge or split to adjust the areas.
Creative Voice and Voice Prompt Setting
You can download the available voice prompt pack so LEGEE can speak different languages, personalize your LEGEE with Creative Voice, adjust the volume and set the do not disturb time.
Cleaning Diary
Cleaning Diary allows you to check and share the information from the past 10 cleaning tasks, including the cleaned rooms, finished map, cleaned area, cleaning duration and if the task was completed.
Schedule Queue
Schedule Queue allows you to assign different Talent modes and plan the cleaning orders in accordance to the room condition ahead of time.
Maintain & Manage
Beside understanding the general maintenance information, you can also manage the voice prompt and do not disturb time setting, check/update the firmware version, re-name your LEGEE or reset your LEGEE to factory default by erasing all current schedules, maps and customized talent clean settings.",,2.28571,7.0,7.0,2020-10-07T07:00:00Z,2026-01-05T23:57:08Z,2.042,2020-10
