pkg_name,title,developer,developer_id,category,content_rating,installs,score,ratings,reviews,released,updated,version,description,features,contains_ads,privacy_policy,size_mb,min_android_version
com.RVC8000.Robot,RVC 8000,ILIFE,ILIFE,,Everyone,500+,0.0,0.0,0.0,"Feb 1, 2021",,Varies with device,"Mit der App für Ihren Saugroboter RVC 8000 erleichtern Sie sich die Bedienung Ihres neuen Geräts.
Sie können Sie folgende Funktionen nutzen:
• Manuell bedienen wie mit einer Fernbedienung – auch von extern;
• Saug-Modi wählen und starten;
• Tagesindividuelle Saugtermine festlegen;
• Roboter  mit anderen Benutzern teilen.
• Roboter suchen",,False,https://doc-hosting.flycricket.io/rvc-8000-privacy-policy/df8acd92-b5fb-466f-ba6a-38fc847efa89/privacy,,
com.haiereurope.hg4,HG Robots,Smart Home Haier Europe,Smart+Home+Haier+Europe,,Everyone,"10,000+",,,,"Oct 27, 2023",,Varies with device,"Through the Hoover  HG Robots App you'll be able to:
• Control your robot in an easy and intuitive way
• Activate the cleaning process from anywhere
• Carry out settings and daily scheduling
• Choose between different cleaning modes",,False,https://qin.tuyacn.com/app-agreement/en/766088709/v1.0.0/1/smart/app/package/766088709/privacyUrl_1689832945361.html,,
com.taurus.homeland,Homeland,Engineering and Technology for Life,8178750779303058451,,Everyone,"10,000+",0.0,0.0,0.0,"Jul 22, 2021",,Varies with device,"With the Homeland app you can connect your robot vacuum cleaner to your home Wi-Fi and control it from your Smartphone.

This app is compatible with all Homeland models that have a Wi-Fi connection. Includes customizable cleaning modes so you can choose the one that suits your needs at all times. With the Homeland app you can program your vacuum cleaner on a daily or weekly basis and keep your house always clean. You can also modify the power parameters when you need it most.

Homeland, elegance made robot.",,False,https://images.tuyacn.com/smart/app/package/ay15542765875241gQX6/privacyUrl_1601972753887.html,,
com.peppermintrobotics.serviceapp,Peppermint Services,Peppermint Robotics,7728855786291217992,,Everyone,100+,,,,"Nov 22, 2024",,Varies with device,"Revolutionize Your Operations with the Peppermint Services App!

Stay connected to your intelligent service robots like never before. The Peppermint Services app empowers you to monitor and manage your assets in real-time, making it easier than ever to optimize your workflows.

Key Features:

Real-Time Alerts: Receive instant updates from your robots to ensure seamless operations.
Asset Insights: Access detailed usage information to track performance and maximize efficiency.
Customizable Notifications: Enable or disable alerts for specific assets based on your preferences.
Stay In Control: Get push notifications to stay informed about your robots’ status, anytime, anywhere.

At Peppermint Robotics, we’re dedicated to automating mundane, repetitive workflows in commercial and industrial environments. Let the Peppermint Services app take your operations to the next level with smarter robot management.

Download now and transform the way you work!",,False,https://www.peppermintrobotics.com/privacy-policy-app,,
com.technisat.android,TECHNIMAX,TechniSat Digital GmbH,TechniSat+Digital+GmbH,,Everyone,"1,000+",,,,"Nov 22, 2019",,Varies with device,"Virtual no-go zones
With virtual no-go zones, the robot can be kept away from living areas or entire rooms. Simply define arbitrarily large exclusion zones.

area cleaning
In addition to the entire apartment, individual rooms and areas can also be cleaned. Furthermore, these can be named personally and the suction power can be set individually for each room / area.


remote access
Start or stop the cleaning at any time while on the move or track the cleaning progress in real time.

calendar
The regular cleaning can be easily adjusted via a calendar. Choose the time and the days - the robot will automatically clean at the scheduled time.

Notifications
The TECHNIMAX app offers the possibility of displaying the current status of the robot, eg B a full dust container or a blocked brush to retrieve. In addition to this information, the app also provides appropriate solutions to all sorts of issues that can be reported directly through the app.

WIRELESS INTERNET ACCESS
The connection between the robot and the TECHNIMAX app takes place via the home network and requires a standard WLAN router with a 2.4 GHz band.",,False,http://de.privacy.iot.robart.cc/,,
com.ls.robx,Robx,Robx LLC,Robx+LLC,,Everyone,"10,000+",,,,"May 26, 2021",1695976915.0,2.0.7,"ROBX LLC. 
Robx R7 Akıllı Çöp İstasyonlu Otomatık Çöp Boşaltmalı Silme Ve Süpürme Robotu Uygulamasıdır.
Robx Uygulamasını Cihazınıza İndiriniz Kayıt Olunuz 
R7 Robot Süpürge Modelini Seçerek Kolay Türkçe Kullanımı İle Evinizi Haritalama Yaparak Alan Temizliğine Başlayabilirsiniz.
Oda Seçimi, Alan Bölme,Sanal Duvar,Sabit Nokta Temizliği,Uzaktan Kontrol,Saat Belirleyerek  Silme Ve Süpürme  İşlemlerinizi Yapabilirsiniz. 
Sorularınız İçin
Watsapp : 0850 308 30 28
destek@robx.com.tr",,False,https://images.tuyacn.com/app/robot/html/APP/Robx-privacy.html,,
com.hitachi.bot,Hitachi Robot RV-X,Arcelik A.Ş.,Arcelik+A.%C5%9E.,,Everyone,"1,000+",,,,"Apr 5, 2022",,Varies with device,"The Hitachi Robot Vacuum APP is a mobile applicationthat connects to robot products. 
Users can replace the traditional remote control with APP, remote control the robot to clean,dock to charge,etc.
Equipment control, support direction control, cleaning preferences settings,etc.
Time Schedule, clean at any time within a week.
Equipment positioning, can view the data of cleaning area and cleaning time.
Support personalized settings of device name, time calibration, deleting equipment,etc.
If you have any questions or suggestions during use, please contact us by email，Mail address: Service.h.ahst@arcelik-hitachi.com",,False,https://releaseoss.hctrobot.com/html/1745400003094.html,,
com.blaubot.bot,BlauBot,2N-Everpol,2N-Everpol,,Everyone,"1,000+",,,,"Aug 29, 2019",,Varies with device,"The BlauBot Robot Vacuum APP is a mobile applicationthat connects to BLAUPUNKT robot products. 
Users can replace the traditional remote control with APP, remote control the robot to clean,dock to charge,etc.
Equipment control, support direction control, cleaning preferences settings,etc.
Time Schedule, clean at any time within a week.
Equipment positioning, can view the data of cleaning area and cleaning time.
Support personalized settings of device name, time calibration, deleting equipment,etc.
If you have any questions or suggestions during use, please contact us by email，Mail address:  sda@blaupunkt.pl",,False,http://www.blaupunkt.pl,,
com.piceacorp.dm4pro.airbot_new,Airbot X40,"Shenzhen PICEA Robotics Co., Ltd","Shenzhen+PICEA+Robotics+Co.,+Ltd",,Everyone,"1,000+",,,,"Aug 2, 2024",,Varies with device,"Welcome to the world of Airbot, where smart living meets simplicity. As a devoted homemaker, I've found the perfect partner in keeping my home spotless and my family happy - the Airbot App. Let me share my delightful journey with you.

Imagine a home where your chores are effortlessly managed, giving you more time to cherish moments with your loved ones. The Airbot App is designed for families like ours, who value cleanliness and convenience. 

Here's why I absolutely love the Airbot App:

    Effortless Control: With just a tap, I can control and monitor my Airbot devices from anywhere. It's like having a personal assistant for my home!

    Robotic Vacuum Cleaner Magic: Our Airbot robotic vacuum cleaner, paired with its intelligent dock station, has been a game-changer. The dock features a clean water tank, dirty water tank, and dust bag, allowing the robot to self-wash its mop cloth, empty its dust bin, and dry its mop cloth automatically. It's like having a self-sufficient cleaning buddy!

    Smart Scheduling: The app lets me set schedules for our robotic vacuum cleaner. I can plan different cleaning tasks for specific times, ensuring our home is always in top shape without lifting a finger.

    Stay Updated: The app keeps us informed with the latest device updates, ensuring our Airbot appliances are always running at their best.

    Family Sharing: Sharing is caring! The Airbot App allows me to share access and control of our devices with my family and friends. It's wonderful knowing everyone can pitch in, making home management a collective effort.

In a world where time is precious, the Airbot App has become an indispensable part of our home. It has transformed the way we manage our household, giving us more time to enjoy the little moments that matter most.

Download the Airbot App today and experience the joy of smart living. Let’s make home life easier and more enjoyable, one smart device at a time!",,False,https://cn-allaiot-oss.3irobotix.net/prod/agreements-manage/20240718/1721282081295807.html,,
com.wyindustry.poolcleanerbluetoothcontrol,My Winny,WYBotics,WYBotics,,Everyone,"1,000+",0.0,0.0,0.0,"Jul 10, 2019",,Varies with device,"This is a Bluetooth controller for pool cleaning robot. It can control the cleaning robot to automatically clean the pool in 4 modes, or manually control the cleaning robot to clean the designated places in the pool. Also, you can make an appointment to start the cleaning robot automatically and clean the pool.",,False,https://www.wybotpool.com/pages/privacy-policy,,
com.robzoneapp.android,RobZone Robot,Robzone,Robzone,,Everyone,"5,000+",,,,"Nov 22, 2023",,Varies with device,"1. Robzone robotic vacuum cleaners controling app.
2. Intuitive control.
3. Saved maps edit.
4. Sharing robot with other family members.
5. Easy pairing.",,False,https://qin.tuyacn.com/app-agreement/en/640697424/v1.0.0/1/smart/app/package/640697424/privacyUrl_1700671462072.html,,
com.mzbots.android.powerbot,POWERbot-S,"Samsung Electronics Co.,  Ltd.",5200379633052405703,,Everyone,"10,000+",3.857143,183.0,2.0,"Mar 26, 2023",1732787071.0,1.2.0,"POWERbot-S APP just helps you to release your hands from housework. You can only control you robot vacuum via app, to get started, go back to docking station or other controls.",,False,https://api-ca.midea.com/v1/app2pro/licence?appId=1304&type=privacy&lang=en,,
com.eurocat.zigma,Zigma,Euro Cat GmbH,Euro+Cat+GmbH,,Everyone,"10,000+",0.0,0.0,0.0,"Mar 19, 2023",,Varies with device,"Connecting to the Zigma APP you can unlock the following functions.
Device information: You can display information about device functions, working status, fault exceptions, consumables life, etc. 
House map: By building a floor cleaning house map, you can personalize the name, zone, and set the rooms and areas you want to clean.
Suction power level: Four levels of suction power can be switched to personalize the level you need according to the dirtiness of the area you are cleaning.
Appointment cleaning: You can personalize the time and number of times the machine works according to your living habits and cleaning needs.
Firmware upgrade: With OTA technology, you can constantly upgrade the firmware version of your robot to experience smarter continuous improvement.",,True,https://www.grit-cfg.com/app/Zigma/rel/Agreement_Policy/html/agreement/agreement.html,,
